Category ,Platform A,Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,Platform B,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
following celebrities or influencers,Twitter,1,3302480,550744,20006,936.6361264,206.1017724,41.31718936,0.595962081,42.81370448,3691,69.15087248,3456.096107,Instagram ,2403,1,75,40.23655336,31.45870835,51.62000484,0.100503359,42.63042631,147,10.02721088,1486.306122
following celebrities or influencers,Twitter,0,137,131,7,0.519914225,0.100503359,0.100503359,0.100503359,0.569027975,2,139.5,2201.5,Instagram ,7024,1372,245,5.592730632,1.658316303,0.857582626,0.100503359,0.857582626,26,420.6153846,10183.88462
following celebrities or influencers,Twitter,0,1674046,24246,16572,1560.770455,561.7978791,4.300411979,1.089386938,3.555193991,5759,33.1578857,2172.985241,Instagram ,4321482,259,32741,7068.594081,3773.248759,2.101994023,0.339522141,10.21653167,25313,11.30328061,1404.195349
following celebrities or influencers,Twitter,1,8168488,76,25928,2821.694234,787.5112742,2.605210663,0.583369585,2.381687112,9896,11.97713598,2056.461592,Instagram ,9450,1511,470,28.34210552,5.880138366,7.444344915,1.101689955,6.0830651,113,100.0884956,1885.672566
following celebrities or influencers,Twitter,1,488553,38857,6666,44.92958504,5.143565773,2.299665752,0.571441826,2.297275564,170,396.4327485,14225.17544,Instagram ,7157,73,82,8.691432094,2.642132008,0.346838542,0.100503359,2.593923684,31,29.48387097,4767.290323
following celebrities or influencers,Twitter,0,5151,2195,213,23.00439711,13.52950273,4.849392376,2.588298595,4.371197408,95,96.58762887,2232.690722,Instagram ,7271,335,417,8.786665588,5.87623095,0.367462556,0.100503359,0.367462556,40,79.125,1841.3
following celebrities or influencers,Twitter,0,54453,7688,2597,115.3233572,22.75288316,16.86771842,2.092498504,10.74683839,441,258.0514541,8569.149888,Instagram ,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686
following celebrities or influencers,Twitter,1,9679,322,213,9.60716309,0.310247365,0.100503359,0.100503359,0.100503359,42,26.76190476,1770,Instagram ,1203,689,67,0.581003784,0.581003784,1.642786259,0.100503359,2.153153287,2,0.5,317.5
following celebrities or influencers,Twitter,0,1482,786,46,3.438297406,1.786224386,0.854539102,0.100503359,1.581424227,15,56.73333333,7293.933333,Instagram ,15881,349,1192,18.11582519,8.827288992,0.100503359,0.100503359,0.83492587,82,159,9918.831325
following celebrities or influencers,Twitter,1,638283,150,1492,20677.88345,5606.964451,1.326086999,0.100503359,33.68290205,56196,0.947575406,480.5420134,Instagram ,39262,848,1610,40.4950207,8.943606915,3.2276769,0.564342729,1.070320709,163,132.0306748,2931.515337
following celebrities or influencers,Twitter,0,750,997,29,2.292464513,0.312365991,5.135357861,2.03245874,4.423155794,11,192.3636364,3855.727273,Instagram ,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0
following celebrities or influencers,Twitter,0,366460,466,3381,1167.89693,415.2639139,49.91863286,8.061556718,82.53517664,3450,17.91435912,1464.346275,Instagram ,102116,293,970,1729.451634,763.6597393,30.82997666,8.568366922,93.31157133,4067,12.31026948,1636.379704
following celebrities or influencers,Twitter,0,9452,1580,199,35.61016442,5.947909692,0.588862984,0.100503359,0.837686401,131,55.43703704,4377.118519,Instagram ,9130,285,636,1.192894759,0.52791494,0.100503359,0.100503359,0.100503359,5,345.8,4580.8
following celebrities or influencers,Twitter,1,405315,128127,6688,131.5976276,23.45387138,7.381612504,0.100503359,7.406416233,568,231.5891608,9587.66958,Instagram ,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364
following celebrities or influencers,Twitter,1,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5,Instagram ,598,600,11,12.53297639,0.100503359,3.069584115,0.100503359,2.764762084,30,53.63636364,1453.636364
following celebrities or influencers,Twitter,1,804394,1370,15143,6881.482996,5013.642295,22.68313126,2.385537974,18.4209812,23958,21.32498769,1413.825398,Instagram ,356712,2070,2804,24.82391035,4.468126034,2.144406357,0.605766716,1.627038907,92,258.2553191,8133
following celebrities or influencers,Twitter,1,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5,Instagram ,11427,1951,1069,31.20189707,9.467739321,12.70863997,1.091425381,16.99421869,126,322.8425197,6522.992126
following celebrities or influencers,Twitter,0,1845,769,56,4.168335201,0.541966479,1.12659833,0.623823207,1.626758533,18,21.66666667,1004.888889,Instagram ,682,289,41,3.575326245,0.903256665,5.518711789,2.019502275,4.768717897,12,44.5,720.4166667
following celebrities or influencers,Twitter,0,1221,313,105,0.367462556,0.367462556,0.100503359,0.100503359,0.100503359,1,9,1096,Instagram ,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0
following celebrities or influencers,Twitter,0,694,214,66,6.151397436,0.900709856,4.694946158,0.845717425,3.874966783,19,107.6,2413.6,Instagram ,344,763,7,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
following celebrities or influencers,Twitter,1,1259676,337,6109,908.6493215,211.333671,12.02178122,7.56564294,12.79238145,3366,10.04866608,1326.842861,Instagram ,32342,2622,1061,64.64188177,21.49213085,22.25028766,0.583369585,27.51283755,271,184.2977941,7245.231618
following celebrities or influencers,Twitter,1,1834007,773,30622,1674.266909,388.4264272,29.3318518,7.308293446,17.65970962,6261,53.22601447,2662.894778,Instagram ,7157,73,82,8.691432094,2.642132008,0.346838542,0.100503359,2.593923684,31,29.48387097,4767.290323
following celebrities or influencers,Twitter,0,364,927,6,0.551680478,0.310247365,0.834980863,0.339522141,0.832590675,2,1.5,122,Instagram ,41765,185,1356,1529.643058,282.8585001,76.80951445,5.392171096,104.4386255,3307,50.13204173,3585.789866
following celebrities or influencers,Twitter,1,143101,128686,8742,874.2128732,347.6306673,4.49847062,0.100503359,34.97797772,2767,105.7347811,5276.96262,Instagram ,9093,672,457,11.12202093,2.813523045,15.16593491,2.538667176,7.01675925,36,123.1388889,4708.166667
following celebrities or influencers,Twitter,1,1481379,147521,15043,9902.070379,5012.055876,10.43846039,0.100503359,193.0724182,28564,10.96414426,1035.955493,Instagram ,7157,73,82,8.691432094,2.642132008,0.346838542,0.100503359,2.593923684,31,29.48387097,4767.290323
following celebrities or influencers,Twitter,1,173872,2804,16328,346.5474983,85.7971307,6.812973884,1.337915226,7.574686688,1323,268.1329827,9307.214876,Instagram ,8168488,76,25928,2821.694234,787.5112742,2.605210663,0.583369585,2.381687112,9896,11.97713598,2056.461592
following celebrities or influencers,Twitter,1,78731,6212,1971,97.39584224,57.17976788,13.84364379,1.788635968,12.66075551,378,59.91666667,2026.757813,Instagram ,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5
following celebrities or influencers,Twitter,1,130850,3394,449,92.86965112,16.53848389,2.548047615,0.100503359,3.036687975,355,102.5730028,10481.73554,Instagram ,1221,313,105,0.367462556,0.367462556,0.100503359,0.100503359,0.100503359,1,9,1096
following celebrities or influencers,Twitter,1,1209835,3,12226,86.82008384,18.45810958,0.100503359,0.100503359,0.100503359,390,36.5255102,2729.609694,Instagram ,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5
following celebrities or influencers,Twitter,0,3166413,276,603,1253.345429,980.1209265,12.96342523,2.380018078,100.5377967,4801,7.906173842,1694.698822,Instagram ,4557,82,167,7.337626165,4.397497314,0.100503359,0.100503359,2.092016958,25,12.44,398.76
following celebrities or influencers,Twitter,1,1043,974,31,0.100503359,0.100503359,1.134269524,0.100503359,1.637349347,0,0,0,Instagram ,24437,279,52,12.3557961,7.144266756,2.135767312,0.599382241,4.666364775,50,117.0980392,6075.882353
following celebrities or influencers,Twitter,1,823481,2667,13252,87.60765569,28.67322619,6.6549459,2.615794203,5.048747779,351,58.41408451,3523.250704,Instagram ,3106,3232,47,4.12499755,2.571112801,0.100503359,0.100503359,1.109067979,17,5,531.9444444
following celebrities or influencers,Twitter,0,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0,Instagram ,130850,3394,449,92.86965112,16.53848389,2.548047615,0.100503359,3.036687975,355,102.5730028,10481.73554
following celebrities or influencers,Twitter,1,405315,128127,6688,131.5976276,23.45387138,7.381612504,0.100503359,7.406416233,568,231.5891608,9587.66958,Instagram ,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594
following celebrities or influencers,Twitter,0,67736,30523,1948,48.7654172,14.02911332,12.2462332,0.100503359,9.000103709,190,153.703125,4391.677083,Instagram ,54453,7688,2597,115.3233572,22.75288316,16.86771842,2.092498504,10.74683839,441,258.0514541,8569.149888
following celebrities or influencers,Twitter,1,267738,274,9295,81.06560993,43.14893742,0.100503359,0.100503359,0.100503359,336,209.3061224,6258.043732,Instagram ,1403,633,129,1.905970314,1.644323604,0.346838542,0.100503359,0.346838542,7,10.42857143,162.7142857
following celebrities or influencers,Twitter,1,103607,53468,3137,48.04870211,25.09294467,0.100503359,0.100503359,0.100503359,203,30.09313725,3217.367647,Instagram ,71597,44262,1437,10.40356346,3.36535464,0.591205607,0.100503359,5.074567407,47,72.10638298,2146.893617
following celebrities or influencers,Twitter,1,5922518,483,7594,65758.40354,32054.0556,1.61241011,0.100503359,2.631606754,187674,6.015693853,1199.636812,Instagram ,254,534,1,3.453648517,0.277305641,0.810484751,0.341936472,1.276666745,12,6.75,573.9166667
following celebrities or influencers,Twitter,1,8168488,76,25928,2821.694234,787.5112742,2.605210663,0.583369585,2.381687112,9896,11.97713598,2056.461592,Instagram ,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623
following celebrities or influencers,Twitter,1,4494,137,296,11.687077,2.718393003,1.893251673,0.613486854,1.878317202,50,107.9607843,1888.882353,Instagram ,35556,936,767,38.47766227,10.40426409,5.589462689,0.867568088,4.330105457,149,25.73154362,2031.946309
following celebrities or influencers,Twitter,1,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499,Instagram ,58090,6,2963,98.95424086,27.79759634,0.796262414,0.332423044,0.332423044,430,241.6804598,8490.301149
following celebrities or influencers,Twitter,0,3525,3115,131,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0,Instagram ,4760,425,96,5.011962263,1.407895897,0.100503359,0.100503359,0.100503359,22,3,277.5909091
following celebrities or influencers,Twitter,0,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594,Instagram ,57840,27137,5245,271.7598603,35.95580416,13.07938778,0.100503359,12.64288125,890,294.1707317,8733.976718
following celebrities or influencers,Twitter,0,627,1993,3,2.22317887,0.327807842,7.049858656,1.295936763,4.05226713,9,14.55555556,338.7777778,Instagram ,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485
following celebrities or influencers,Twitter,0,697,14,37,20.61914763,12.36884539,7.783152957,3.698195487,11.37828843,54,47.21818182,790.6363636,Instagram ,794,892,32,1.336914175,0.362150068,1.059212559,0.337131953,0.822583964,4,0,68.5
following celebrities or influencers,Twitter,0,44,79,1,0.576871582,0.100503359,0.100503359,0.100503359,0.100503359,2,33.5,629,Instagram ,265258,209,551,631.9159463,457.6485498,5.460985488,0.100503359,7.498126498,2603,3.826313828,506.6921357
following celebrities or influencers,Twitter,1,17842623,46964,90405,16377.1729,5728.958951,0.362150068,0.100503359,1.608248058,61013,10.57403878,1376.618332,Instagram ,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429
following celebrities or influencers,Twitter,1,186557,90762,3166,489.1063787,75.76887767,0.100503359,0.100503359,0.100503359,764,309.2204929,20356.01556,Instagram ,120772,468,6248,660.3840858,145.5393313,5.02997589,2.313890145,6.305116118,2302,60.59658849,2013.164606
following celebrities or influencers,Twitter,0,26821,24787,144,8.148719827,7.707475357,1.058992818,1.058992818,42.47171266,12,121.6428571,15764.21429,Instagram ,44034,2974,3456,223.9145258,85.60517627,23.68867081,9.26024468,21.05030968,871,332.8233296,9018.235561
following celebrities or influencers,Twitter,1,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228,Instagram ,158467,154157,1590,299.6078791,80.19028639,0.100503359,0.100503359,0.100503359,791,122.252802,11514.81196
following celebrities or influencers,Twitter,1,5941,1615,278,39.58957118,3.866453078,1.515953071,0.100503359,1.281690763,116,63.99152542,2503.949153,Instagram ,48777,858,1236,247.2387454,74.10349225,3.031695655,1.816746114,21.17569608,997,32.90277778,1871.071429
following celebrities or influencers,Twitter,1,127,36,2,0.100503359,0.100503359,0.100503359,0.100503359,0.34437519,0,0,0,Instagram ,112,243,5,1.445173536,0.100503359,0.100503359,0.100503359,0.603176929,5,96.6,1414.2
following celebrities or influencers,Twitter,0,323,542,6,0.100503359,0.100503359,0.100503359,0.100503359,0.608280084,0,0,0,Instagram ,26821,24787,144,8.148719827,7.707475357,1.058992818,1.058992818,42.47171266,12,121.6428571,15764.21429
following celebrities or influencers,Twitter,0,18345,617,367,24.59270744,7.460477907,1.819013602,0.341936472,9.761674659,105,98.02830189,9571.396226,Instagram ,1781,551,82,11.86055576,2.181280696,4.203801798,0.873440536,4.1738757,42,421.9047619,9636.380952
following celebrities or influencers,Twitter,1,6119,382,417,8.485917699,3.285058478,0.58595537,0.100503359,0.58595537,32,145.65625,2851.40625,Instagram ,23230,495,826,118.0524319,56.66829265,6.373205373,0.840719745,9.827004944,466,105.2106383,3589.004255
following celebrities or influencers,Twitter,0,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5,Instagram ,580544,2799,7371,296.9782053,135.8314286,15.03302568,4.807179812,8.262063127,1201,87.18377483,3547.782285
following celebrities or influencers,Twitter,0,282305,2114,1664,38.81280943,14.16103994,7.518898903,0.837941585,5.010178747,168,379.3117647,32020.81176,Instagram ,173872,2804,16328,346.5474983,85.7971307,6.812973884,1.337915226,7.574686688,1323,268.1329827,9307.214876
following celebrities or influencers,Twitter,0,127,36,2,0.100503359,0.100503359,0.100503359,0.100503359,0.34437519,0,0,0,Instagram ,23230,495,826,118.0524319,56.66829265,6.373205373,0.840719745,9.827004944,466,105.2106383,3589.004255
following celebrities or influencers,Twitter,1,16806,195,709,30.93132973,11.6998667,4.30277317,1.118672499,4.271380037,127,64.85384615,2130.961538,Instagram ,260,135,9,1.07972761,0.100503359,0.100503359,0.100503359,0.359533601,4,537.5,29788
following celebrities or influencers,Twitter,1,7147,737,112,2.332989727,0.71455634,0.862129981,0.100503359,1.357588703,11,13.27272727,520.1818182,Instagram ,128305,213,942,140.038427,77.75204977,2.14953593,0.100503359,19.43406988,466,29.99364407,1643.379237
following celebrities or influencers,Twitter,0,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594,Instagram ,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575
following celebrities or influencers,Twitter,0,1010,1014,62,0.957689623,0.100503359,1.047017735,0.337131953,0.337131953,4,154.75,1705,Instagram ,221001,906,8613,3933.238007,1574.386451,0.339522141,0.100503359,12.7373301,10560,42.96207826,1498.355423
following celebrities or influencers,Twitter,1,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686,Instagram ,867,413,52,10.90634919,2.359024069,3.975177064,1.12441792,2.635947157,32,66.91176471,1119.441176
following celebrities or influencers,Twitter,1,1706188,402,12138,837.5800523,93.56984817,7.621259366,2.60905999,4.866270991,2597,21.28910134,1937.639388,Instagram ,267,352,8,0.301982614,0.100503359,0.334765667,0.100503359,0.566685352,1,92,1299
following celebrities or influencers,Twitter,1,4596,627,352,5.584364822,0.304017758,0.354378899,0.100503359,0.586298584,21,82.0952381,2819.285714,Instagram ,29740,14,2687,180.0755359,85.10613221,0.337131953,0.100503359,4.55173376,618,81.8736,3075.832
following celebrities or influencers,Twitter,1,1271386,7081,9041,847.4748676,178.7817101,2.274060361,0.100503359,1.305522623,3063,37.87028609,4686.506502,Instagram ,8048101,1,85858,2519.915779,1530.029789,0.100503359,0.100503359,0.332423044,10885,21.61153042,3607.919978
following celebrities or influencers,Twitter,1,2774790,20342,15836,5088.577165,6.183080679,0.810460608,0.339522141,1.081757307,18549,4.78133907,454.9678946,Instagram ,723800,328,7257,1695.430195,317.463665,3.581056819,1.85822627,6.484085949,5210,13.59848771,1336.213611
following celebrities or influencers,Twitter,1,614689,400,5729,199.6182962,67.81246947,9.366192242,0.359533601,4.094487553,669,39.19374069,2565.612519,Instagram ,1043,81,40,2.718281338,0.932457738,0.100503359,0.100503359,0.100503359,10,21.5,1412.3
following celebrities or influencers,Twitter,0,2622,1162,111,21.87187578,2.871270757,8.718030822,1.574706643,7.948563935,72,142.4324324,2604.108108,Instagram ,4351,2846,297,5.205701557,0.308149925,2.602405386,0.864745927,5.524894758,21,384.6666667,20330.09524
following celebrities or influencers,Twitter,0,298668,551,6209,493.2563794,206.6605522,4.115212281,0.854539102,3.075462809,2021,75.97009804,3865.446569,Instagram ,44027,113,2344,45.20422152,20.36896688,1.116158362,0.100503359,0.859718422,188,112.1914894,2122.702128
following celebrities or influencers,Twitter,1,236123,858,2794,77.19357338,23.97107646,12.54160129,2.550725068,12.60707242,307,159.2006472,5131.31068,Instagram ,125512,13701,10873,267.7038326,94.38806804,10.98628644,1.360204649,11.16840455,1063,229.7641597,6728.430826
following celebrities or influencers,Twitter,0,628,921,6,3.943848339,0.618590008,4.769929665,0.870136127,2.95323722,8,210.625,14027.5,Instagram ,565,613,34,11.7772064,1.050486116,5.644562091,1.866505408,5.865445093,34,76.5,2505.852941
following celebrities or influencers,Twitter,0,3200,3256,146,0.290192078,0.100503359,0.362150068,0.100503359,0.362150068,1,0,11,Instagram ,513424,6,10043,755.6325931,364.7131373,4.765334887,0.586102452,6.59206719,3166,22.89159638,1386.830366
following celebrities or influencers,Twitter,0,32342,2622,1061,64.64188177,21.49213085,22.25028766,0.583369585,27.51283755,271,184.2977941,7245.231618,Instagram ,1404323,563,20057,967.7206417,579.4311277,4.473798492,0.805680232,6.24180594,4027,57.64383892,3201.293706
following celebrities or influencers,Twitter,0,11018,160,447,2.928974511,0.880196779,0.100503359,0.100503359,0.590858926,9,19.5,1779.7,Instagram ,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667
following celebrities or influencers,Twitter,0,9093,672,457,11.12202093,2.813523045,15.16593491,2.538667176,7.01675925,36,123.1388889,4708.166667,Instagram ,1043,974,31,0.100503359,0.100503359,1.134269524,0.100503359,1.637349347,0,0,0
following celebrities or influencers,Twitter,1,631958,674,7522,614.9687449,329.330091,4.052278956,1.340565773,12.30503544,2536,35.83865939,2231.568979,Instagram ,335,469,16,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
following celebrities or influencers,Twitter,1,3200,3256,146,0.290192078,0.100503359,0.362150068,0.100503359,0.362150068,1,0,11,Instagram ,158467,154157,1590,299.6078791,80.19028639,0.100503359,0.100503359,0.100503359,791,122.252802,11514.81196
following celebrities or influencers,Twitter,0,24437,279,52,12.3557961,7.144266756,2.135767312,0.599382241,4.666364775,50,117.0980392,6075.882353,Instagram ,405315,128127,6688,131.5976276,23.45387138,7.381612504,0.100503359,7.406416233,568,231.5891608,9587.66958
following celebrities or influencers,Twitter,0,750,997,29,2.292464513,0.312365991,5.135357861,2.03245874,4.423155794,11,192.3636364,3855.727273,Instagram ,117913,1299,9950,189.7552298,67.31022304,11.29483069,2.567269167,10.9337661,791,185.5420326,5535.939774
following celebrities or influencers,Twitter,0,889300,183,5646,3237.313873,1964.290187,18.11728136,0.852602135,90.14584135,10953,10.02859198,1180.805341,Instagram ,6119,382,417,8.485917699,3.285058478,0.58595537,0.100503359,0.58595537,32,145.65625,2851.40625
following celebrities or influencers,Twitter,0,2774790,20342,15836,5088.577165,6.183080679,0.810460608,0.339522141,1.081757307,18549,4.78133907,454.9678946,Instagram ,1259676,337,6109,908.6493215,211.333671,12.02178122,7.56564294,12.79238145,3366,10.04866608,1326.842861
following celebrities or influencers,Twitter,1,47006,7814,3646,80.42457509,23.25925493,4.502351131,0.100503359,5.527498266,312,199.3955696,4093.158228,Instagram ,5996,906,192,15.05020801,3.330828376,0.837168976,0.349326776,0.588345558,68,50.64705882,1483.985294
following celebrities or influencers,Twitter,0,9679,322,213,9.60716309,0.310247365,0.100503359,0.100503359,0.100503359,42,26.76190476,1770,Instagram ,823481,2667,13252,87.60765569,28.67322619,6.6549459,2.615794203,5.048747779,351,58.41408451,3523.250704
following celebrities or influencers,Twitter,0,3638,3341,85,2.793577201,1.40270263,2.594089268,0.598150194,3.802143416,11,9.416666667,489.0833333,Instagram ,196692,2339,4626,710.7490998,310.2197221,9.735097305,5.092675817,17.02822609,2689,39.55689718,2039.958288
following celebrities or influencers,Twitter,1,266407,1592,6734,660.8972631,297.0903327,28.25799996,0.839682343,20.72266499,2376,66.39598997,2706.108187,Instagram ,34463,29808,1689,15.43049762,3.984028805,8.204331198,0.332423044,6.988814957,66,75.53030303,1916.893939
following celebrities or influencers,Twitter,1,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364,Instagram ,196692,2339,4626,710.7490998,310.2197221,9.735097305,5.092675817,17.02822609,2689,39.55689718,2039.958288
following celebrities or influencers,Twitter,1,154082,2615,8781,56.64998014,20.74876203,1.313976933,0.337131953,1.311610647,252,272.9920635,14550.99206,Instagram ,662056,57,9224,3526.912969,77.15807031,0.849790132,0.100503359,1.629655113,13774,49.35638566,2269.359775
following celebrities or influencers,Twitter,1,5151,2195,213,23.00439711,13.52950273,4.849392376,2.588298595,4.371197408,95,96.58762887,2232.690722,Instagram ,127,106,4,1.093772443,0.100503359,0.367462556,0.100503359,0.623902496,5,105.4,1190
following celebrities or influencers,Twitter,1,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5,Instagram ,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429
following celebrities or influencers,Twitter,1,804394,1370,15143,6881.482996,5013.642295,22.68313126,2.385537974,18.4209812,23958,21.32498769,1413.825398,Instagram ,1720,540,151,5.161848286,1.181624988,2.324112453,0.608895669,3.813660827,14,94.5,1823.428571
following celebrities or influencers,Twitter,0,95,120,3,0.356943299,0.100503359,0.356943299,0.356943299,0.356943299,1,0,0,Instagram ,14843,12352,867,48.53027062,13.19481767,17.88875172,1.848025014,13.93927832,168,184.7117647,10791.74706
following celebrities or influencers,Twitter,0,49326,42259,1446,0.4523399,0.275537618,0.100503359,0.100503359,0.100503359,2,43,1651.5,Instagram ,126738,779,4115,171.8195552,37.29428527,4.411322664,1.530222492,4.202882585,690,126.0441595,3627.968661
following celebrities or influencers,Twitter,0,1558955,33,11423,1536.18215,55.02316846,0.100503359,0.100503359,0.354378899,4484,18.51922227,1251.919134,Instagram ,488576,242,13854,117.936719,34.46159568,4.29383958,0.862232559,2.807343936,493,149.4709419,9601.266533
following celebrities or influencers,Twitter,1,125438,983,4074,55.13726596,23.44613964,2.251398297,0.100503359,7.207908455,239,217.2416667,6466.733333,Instagram ,5996,906,192,15.05020801,3.330828376,0.837168976,0.349326776,0.588345558,68,50.64705882,1483.985294
following celebrities or influencers,Twitter,0,224146,272,6190,56.72528019,11.85405704,0.100503359,0.100503359,5.782978754,211,54.92523364,7211.663551,Instagram ,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889
following celebrities or influencers,Twitter,0,708,631,26,18.77670307,5.999680593,7.747919476,4.967946648,10.6918785,52,33.20754717,876.4339623,Instagram ,228,302,3,0.583979388,0.100503359,0.100503359,0.100503359,0.362150068,2,166.5,11355
following celebrities or influencers,Twitter,0,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594,Instagram ,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364
following celebrities or influencers,Twitter,1,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485,Instagram ,3914,1439,165,2.404212204,1.16194603,0.100503359,0.100503359,0.100503359,9,18.77777778,899
following celebrities or influencers,Twitter,1,263614,759,8805,110.4102599,26.55712327,1.623833794,0.100503359,1.118621468,454,96.04357298,2606.679739,Instagram ,125512,13701,10873,267.7038326,94.38806804,10.98628644,1.360204649,11.16840455,1063,229.7641597,6728.430826
following celebrities or influencers,Twitter,1,638283,150,1492,20677.88345,5606.964451,1.326086999,0.100503359,33.68290205,56196,0.947575406,480.5420134,Instagram ,14843,12352,867,48.53027062,13.19481767,17.88875172,1.848025014,13.93927832,168,184.7117647,10791.74706
following celebrities or influencers,Twitter,1,2745543,7828,22729,349.8196251,107.0810211,0.60409115,0.100503359,2.392201342,1359,55.71822803,3705.916485,Instagram ,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0
following celebrities or influencers,Twitter,0,78731,6212,1971,97.39584224,57.17976788,13.84364379,1.788635968,12.66075551,378,59.91666667,2026.757813,Instagram ,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575
following celebrities or influencers,Twitter,0,20,7,2,7.690823732,0.277305641,1.33150798,0.100503359,2.830626801,6,2,96.16666667,Instagram ,85138,67047,5103,150.3404561,68.11736575,5.480348974,0.100503359,71.87927375,568,205.8832753,9580.39547
following celebrities or influencers,Twitter,0,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889,Instagram ,15002,1945,670,98.50741684,20.95770893,25.64641411,0.839508908,23.35146241,350,83.4039548,3133.562147
following celebrities or influencers,Twitter,1,1043,81,40,2.718281338,0.932457738,0.100503359,0.100503359,0.100503359,10,21.5,1412.3,Instagram ,823481,2667,13252,87.60765569,28.67322619,6.6549459,2.615794203,5.048747779,351,58.41408451,3523.250704
following celebrities or influencers,Twitter,0,2307845,329,12580,530.0848622,189.9477389,4.827720485,0.100503359,3.130446562,2164,80.91476755,9278.512306,Instagram ,1780218,2,42873,1876.310191,1294.357473,2.593691295,1.803465374,4.840317264,5373,67.32928177,3894.498527
following celebrities or influencers,Twitter,0,32342,2622,1061,64.64188177,21.49213085,22.25028766,0.583369585,27.51283755,271,184.2977941,7245.231618,Instagram ,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594
following celebrities or influencers,Twitter,0,627,1993,3,2.22317887,0.327807842,7.049858656,1.295936763,4.05226713,9,14.55555556,338.7777778,Instagram ,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5
following celebrities or influencers,Twitter,0,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575,Instagram ,100836,144,1781,512.4444929,143.8932641,4.589756622,1.844931707,5.110850601,1743,30.7592068,1251.028329
